Policy_ID,Customer_ID,Policy_Type,Region,Sum_Insured,Premium,Claim_Count,Total_Claim_Amount,Risk_Score,Start_Date
P100400,C27689,Auto,West,423341,18669,0,0,0.804,2023-08-14
P100401,C69545,Health,South,299231,20789,0,0,0.403,2024-11-25
P100402,C68736,Property,West,261212,12240,0,0,0.722,2022-03-05
P100403,C82708,Health,East,430607,30755,1,24027,0.991,2021-05-19
P100404,C36171,Property,South,250844,11796,1,7196,0.768,2025-07-04
P100405,C17090,Health,West,158727,8655,0,0,0.545,2022-08-24
P100406,C92279,Property,West,248315,9971,1,11840,0.816,2025-03-16
P100407,C28124,Auto,West,361903,15746,0,0,0.861,2024-03-18
P100408,C15020,Health,North,439204,29580,0,0,0.581,2020-09-24
P100409,C24466,Auto,East,311113,17973,0,0,0.693,2022-10-10
P100410,C95819,Property,West,431820,19700,1,227,0.929,2024-03-20
P100411,C26547,Health,South,164183,9588,0,0,0.342,2024-01-29
P100412,C43071,Health,West,255674,16928,0,0,0.425,2022-10-21
P100413,C42843,Property,North,271142,9100,0,0,0.575,2023-05-07
P100414,C15847,Life,East,288544,7064,0,0,0.524,2020-09-12
P100415,C79649,Property,North,308409,13586,1,6557,0.759,2023-09-02
P100416,C26314,Auto,North,369091,17904,2,98721,1.0,2023-03-16
P100417,C62136,Property,North,255519,12247,0,0,0.456,2020-10-27
P100418,C98077,Life,South,313903,7900,0,0,0.391,2023-08-31
P100419,C40689,Life,East,295488,10126,0,0,0.241,2023-05-09
P100420,C42605,Life,East,207411,6173,1,23669,0.721,2021-09-21
P100421,C93322,Life,South,288633,9792,0,0,0.376,2025-05-20
P100422,C66331,Auto,East,285634,16093,0,0,0.684,2022-07-19
P100423,C29853,Property,North,283492,13227,1,35048,1.0,2023-06-26
P100424,C71127,Auto,East,303176,13933,1,7231,1.0,2025-03-05
P100425,C35514,Property,South,307567,14516,0,0,0.557,2023-09-02
P100426,C20840,Property,North,256770,8840,0,0,0.583,2021-03-25
P100427,C57290,Health,South,427271,21350,0,0,0.524,2025-07-02
P100428,C69305,Property,West,183052,7122,0,0,0.687,2025-03-12
P100429,C72013,Auto,North,227903,12892,0,0,0.621,2025-02-14
P100430,C21870,Auto,North,577996,28593,0,0,0.398,2024-09-07
P100431,C61652,Life,East,196201,6661,1,10196,0.67,2023-01-15
P100432,C89831,Life,North,164625,5392,0,0,0.393,2024-10-18
P100433,C29898,Auto,South,373448,16502,0,0,0.72,2024-06-04
P100434,C46247,Auto,East,92288,5443,0,0,0.727,2024-07-08
P100435,C13314,Life,West,276473,6837,0,0,0.244,2025-02-26
P100436,C67327,Auto,South,514582,29828,0,0,0.75,2022-07-16
P100437,C57438,Health,West,145506,8047,0,0,0.585,2025-06-28
P100438,C86806,Life,West,101804,3054,0,0,0.306,2021-09-18
P100439,C54348,Auto,West,150082,7271,0,0,0.949,2022-03-02
P100440,C39379,Auto,North,389836,16933,0,0,0.544,2022-06-11
P100441,C75227,Health,South,412478,23344,0,0,0.516,2021-11-27
P100442,C86675,Property,South,248741,8728,0,0,0.483,2022-03-17
P100443,C60904,Property,North,368321,12988,1,35261,1.0,2022-11-18
P100444,C84628,Health,East,439026,23044,0,0,0.342,2023-08-29
P100445,C78755,Health,West,478735,28598,1,16756,0.734,2022-02-09
P100446,C52500,Health,South,275366,18491,1,40323,1.0,2024-06-11
P100447,C35437,Life,North,69853,2153,0,0,0.327,2024-12-02
P100448,C38928,Property,West,217912,10087,0,0,0.54,2023-09-01
P100449,C83859,Auto,East,257320,13569,0,0,0.641,2024-09-15
P100450,C19199,Life,East,274106,8846,0,0,0.282,2021-02-27
P100451,C49747,Property,West,281214,12003,0,0,0.576,2025-04-22
P100452,C96354,Property,East,411889,16142,0,0,0.749,2021-03-07
P100453,C27288,Health,South,427443,27589,1,12793,0.897,2023-08-30
P100454,C74866,Auto,South,282833,11708,0,0,0.668,2025-02-01
P100455,C83047,Property,South,409848,18754,0,0,0.81,2023-12-12
P100456,C65037,Auto,East,335766,18654,0,0,0.749,2021-11-29
P100457,C83702,Property,South,306451,11009,1,10416,0.807,2025-05-07
P100458,C24212,Auto,North,390654,21627,0,0,0.726,2023-12-22
P100459,C24607,Auto,South,307225,12367,0,0,0.754,2023-04-26
P100460,C69932,Auto,South,505781,22429,1,40393,1.0,2023-05-04
P100461,C53837,Life,East,156159,3870,0,0,0.195,2020-11-07
P100462,C34216,Life,South,248483,8290,0,0,0.309,2025-04-12
P100463,C99894,Property,West,287348,12670,0,0,0.564,2021-05-31
P100464,C40614,Health,North,343945,23226,0,0,0.648,2022-09-09
P100465,C45932,Property,East,426796,13688,0,0,0.674,2024-12-25
P100466,C91375,Auto,North,297560,14885,1,44709,1.0,2022-12-09
P100467,C79657,Health,West,157777,10242,0,0,0.543,2022-06-24
P100468,C54536,Auto,East,384251,16564,0,0,0.827,2024-08-19
P100469,C11709,Health,East,375496,23880,0,0,0.361,2025-01-27
P100470,C82094,Auto,South,105814,4411,0,0,0.598,2022-12-03
P100471,C28694,Health,North,299620,15686,0,0,0.499,2023-06-19
P100472,C14220,Auto,West,140986,6981,0,0,0.704,2020-10-31
P100473,C63362,Health,West,233535,14873,0,0,0.495,2023-05-24
P100474,C40797,Property,East,209719,7200,0,0,0.569,2021-12-18
P100475,C45226,Health,South,380926,19978,0,0,0.467,2021-06-22
P100476,C46875,Auto,East,311683,13742,0,0,0.738,2021-12-04
P100477,C41699,Property,East,171441,6141,0,0,0.713,2021-01-01
P100478,C78438,Health,East,388007,20734,0,0,0.452,2025-05-01
P100479,C96446,Property,East,156619,6002,0,0,0.844,2022-05-16
P100480,C18282,Life,West,333011,10605,1,31784,1.0,2025-07-03
P100481,C75224,Life,West,218599,6395,0,0,0.433,2021-02-21
P100482,C78860,Property,East,263432,11700,1,46130,1.0,2023-11-27
P100483,C21473,Life,East,350427,11435,1,45969,1.0,2024-01-17
P100484,C75303,Property,South,352145,11982,0,0,0.571,2021-08-24
P100485,C76517,Health,East,433697,21326,0,0,0.417,2020-09-26
P100486,C40325,Auto,West,291775,16794,0,0,0.647,2024-01-05
P100487,C34189,Auto,North,330645,13754,1,21238,1.0,2022-12-30
P100488,C40080,Health,West,256226,13211,0,0,0.512,2024-01-05
P100489,C90086,Health,South,318199,15443,0,0,0.53,2021-06-11
P100490,C60915,Property,West,343949,14464,0,0,0.62,2023-11-17
P100491,C87164,Life,North,290169,8992,0,0,0.299,2022-07-29
P100492,C50008,Auto,East,119625,7146,0,0,0.713,2022-08-03
P100493,C30884,Auto,North,333147,19235,0,0,0.874,2024-03-24
P100494,C45593,Property,East,336456,12978,1,47636,1.0,2020-09-04
P100495,C63583,Property,East,231983,8803,0,0,0.692,2021-01-07
P100496,C67736,Property,West,171561,6305,0,0,0.619,2023-01-10
P100497,C60408,Auto,West,447588,19268,1,30876,1.0,2024-04-20
P100498,C65536,Health,West,349145,17916,0,0,0.319,2023-04-03
P100499,C58580,Health,South,277092,14180,1,64857,1.0,2023-08-25
P100500,C84139,Life,West,186297,4726,0,0,0.247,2021-09-11
P100501,C51800,Property,South,217819,7808,0,0,0.538,2024-09-12
P100502,C46965,Property,West,430259,15879,3,140422,1.0,2024-08-28
P100503,C59128,Health,East,313766,22302,0,0,0.555,2022-07-15
P100504,C96170,Life,South,244941,7579,0,0,0.368,2022-09-14
P100505,C21500,Auto,North,350969,20971,2,71243,1.0,2021-01-04
P100506,C89193,Health,South,218560,12445,0,0,0.65,2022-06-30
P100507,C23512,Health,South,450084,26547,0,0,0.419,2023-09-19
P100508,C96304,Health,North,435280,24284,0,0,0.597,2023-01-25
P100509,C69285,Life,South,253343,6636,0,0,0.262,2024-01-23
P100510,C48891,Life,East,237133,6099,0,0,0.286,2021-06-09
P100511,C98253,Property,West,50000,2356,0,0,0.491,2023-10-02
P100512,C25546,Health,North,151842,10885,0,0,0.331,2022-02-02
P100513,C44958,Health,West,166053,8150,1,21797,0.915,2024-09-26
P100514,C55061,Auto,East,313519,13483,1,46400,1.0,2021-01-05
P100515,C62965,Auto,North,267377,12960,0,0,0.793,2022-01-16
P100516,C96634,Property,West,165466,5788,0,0,0.572,2021-03-31
P100517,C74451,Health,West,271884,15425,1,3257,0.763,2025-04-08
P100518,C26748,Health,East,350534,17912,0,0,0.637,2021-06-21
P100519,C58280,Auto,West,352784,17332,0,0,0.551,2020-11-26
P100520,C43485,Property,East,110033,3999,1,32823,1.0,2023-08-28
P100521,C52681,Property,South,287174,10806,0,0,0.618,2024-11-13
P100522,C57375,Health,East,161666,8126,0,0,0.531,2024-04-23
P100523,C55909,Health,South,390173,22737,1,22263,1.0,2025-06-08
P100524,C70305,Health,North,378415,27094,0,0,0.587,2021-05-19
P100525,C99316,Property,West,210197,7832,0,0,0.61,2022-06-18
P100526,C76229,Property,East,223395,10281,0,0,0.63,2022-03-19
P100527,C99898,Auto,East,253873,14436,1,15702,1.0,2022-04-07
P100528,C56041,Auto,West,74721,4412,0,0,0.553,2023-02-09
P100529,C50794,Health,West,333597,22339,1,18502,0.869,2024-05-22
P100530,C89944,Health,North,272716,17408,1,71563,1.0,2023-07-14
P100531,C13935,Health,North,397018,27219,0,0,0.546,2022-11-03
P100532,C62773,Health,East,190159,9473,1,38818,0.996,2023-12-09
P100533,C15328,Property,North,238088,9382,0,0,0.473,2021-09-18
P100534,C36042,Life,South,149347,5357,0,0,0.277,2023-11-12
P100535,C74250,Health,North,199571,13266,1,38582,1.0,2021-08-04
P100536,C17840,Health,North,181802,12924,0,0,0.418,2021-07-13
P100537,C77813,Auto,East,399597,22215,1,35329,1.0,2021-03-12
P100538,C57155,Property,South,230174,10588,0,0,0.758,2024-10-23
P100539,C44821,Auto,North,312418,16911,0,0,0.705,2021-01-08
P100540,C47230,Health,South,261924,17353,1,27232,0.904,2022-10-12
P100541,C26243,Life,South,173053,5240,0,0,0.351,2024-09-10
P100542,C45355,Auto,South,283170,16561,0,0,0.719,2020-07-27
P100543,C37507,Life,West,359910,12201,1,34825,0.762,2023-05-31
P100544,C95026,Life,West,179224,6116,0,0,0.234,2025-02-26
P100545,C90213,Property,West,380911,16291,0,0,0.645,2025-05-17
P100546,C86995,Auto,West,215028,9911,1,25341,1.0,2021-02-23
P100547,C70416,Life,East,251702,6148,1,28858,0.756,2025-02-01
P100548,C57942,Property,North,353068,16584,0,0,0.593,2021-11-18
P100549,C60041,Life,West,233656,7251,0,0,0.367,2021-12-01
P100550,C18940,Property,East,303757,11169,1,25577,1.0,2023-08-28
P100551,C68708,Health,North,268531,13851,0,0,0.47,2023-09-23
P100552,C75261,Property,West,312937,14167,0,0,0.524,2023-12-25
P100553,C44837,Property,North,61926,2810,0,0,0.523,2022-10-12
P100554,C64355,Health,West,117032,7905,0,0,0.767,2020-10-24
P100555,C34245,Property,East,361597,15303,0,0,0.58,2022-07-16
P100556,C79465,Auto,South,403718,19104,1,70424,1.0,2021-05-11
P100557,C48405,Auto,South,208951,9629,0,0,0.868,2024-01-13
P100558,C34790,Life,North,275597,6643,0,0,0.282,2024-01-17
P100559,C68490,Life,East,329472,11203,0,0,0.337,2022-05-23
P100560,C51698,Life,South,369322,9251,0,0,0.31,2021-06-19
P100561,C22058,Auto,West,97232,5116,2,39172,1.0,2024-01-08
P100562,C38257,Auto,South,211396,10587,1,47609,1.0,2024-11-11
P100563,C25719,Auto,North,266742,13479,0,0,0.705,2025-04-07
P100564,C44632,Property,North,370314,17341,0,0,0.558,2021-10-14
P100565,C99767,Property,East,549843,17873,0,0,0.789,2023-10-25
P100566,C96796,Property,North,277199,12301,0,0,0.576,2022-10-12
P100567,C61696,Property,South,159302,5230,0,0,0.795,2022-03-22
P100568,C73101,Health,South,340227,16642,0,0,0.452,2021-08-25
P100569,C16892,Property,South,432100,16799,1,45389,1.0,2022-11-22
P100570,C73522,Property,South,310801,10259,0,0,0.651,2024-11-07
P100571,C31961,Life,East,209335,7006,0,0,0.356,2020-08-23
P100572,C93366,Property,West,395799,16019,2,54273,1.0,2022-02-07
P100573,C42466,Life,West,366355,8920,1,9111,0.649,2024-12-03
P100574,C27944,Health,East,197392,9667,0,0,0.669,2020-10-25
P100575,C88396,Health,North,338143,21203,0,0,0.486,2024-07-02
P100576,C68049,Auto,West,399727,22434,0,0,0.666,2021-08-14
P100577,C33432,Health,North,418189,24467,0,0,0.475,2022-10-26
P100578,C81869,Property,West,293355,11990,0,0,0.762,2021-11-13
P100579,C66037,Auto,North,264192,14794,1,57403,1.0,2024-06-25
P100580,C96387,Property,East,422727,17657,0,0,0.745,2023-01-27
P100581,C13436,Health,South,178984,9557,0,0,0.531,2023-09-12
P100582,C98557,Property,North,343858,14376,0,0,0.604,2025-01-14
P100583,C46318,Property,South,162997,6854,0,0,0.642,2020-07-12
P100584,C69012,Life,North,406538,13338,0,0,0.407,2024-07-29
P100585,C98484,Auto,North,274195,14373,0,0,0.675,2021-05-25
P100586,C14600,Auto,North,426858,25349,1,30061,1.0,2023-10-27
P100587,C44995,Auto,North,349141,15343,1,9130,1.0,2025-07-03
P100588,C27215,Auto,North,177678,10487,0,0,0.459,2025-06-29
P100589,C23188,Auto,South,442463,22462,0,0,0.788,2024-07-25
P100590,C23180,Auto,North,455125,24321,0,0,0.573,2023-04-29
P100591,C14407,Life,South,388229,9781,0,0,0.386,2022-01-19
P100592,C37297,Auto,East,223841,10657,0,0,0.79,2022-01-03
P100593,C61180,Property,West,269399,11937,0,0,0.633,2022-01-30
P100594,C72190,Health,North,314543,20435,1,40209,1.0,2021-02-03
P100595,C51587,Property,West,229629,7496,0,0,0.71,2023-05-11
P100596,C20610,Life,South,469235,14339,0,0,0.25,2021-02-14
P100597,C78530,Auto,East,314433,13132,1,24515,1.0,2025-06-19
P100598,C81627,Auto,East,50000,2996,1,21056,1.0,2021-12-08
P100599,C45538,Auto,East,333936,19350,0,0,0.876,2024-07-11
P100600,C30042,Auto,West,265184,10719,1,38465,1.0,2021-02-17
P100601,C95030,Auto,South,292507,16724,0,0,0.741,2023-03-30
P100602,C20473,Auto,North,263138,15364,0,0,0.604,2021-11-10
P100603,C74133,Auto,North,380705,17920,0,0,0.6,2023-09-02
P100604,C66176,Auto,South,411969,22407,0,0,0.736,2024-11-15
P100605,C82119,Property,West,328305,12828,0,0,0.608,2024-10-24
P100606,C40200,Auto,North,266069,14130,0,0,0.815,2020-11-07
P100607,C66522,Property,South,295866,11079,0,0,0.565,2022-11-10
P100608,C28056,Property,North,301960,11221,1,30118,1.0,2022-04-06
P100609,C77337,Life,East,219757,6393,0,0,0.321,2023-05-02
P100610,C21609,Auto,North,357893,15358,0,0,0.614,2022-02-25
P100611,C93084,Life,West,346004,11755,0,0,0.228,2021-12-08
P100612,C19287,Life,South,454044,12797,0,0,0.412,2024-04-25
P100613,C54131,Auto,West,425535,20427,0,0,0.645,2021-11-05
P100614,C23721,Health,South,231433,16075,0,0,0.618,2021-03-20
P100615,C95415,Health,East,382030,22891,0,0,0.561,2020-12-05
P100616,C42202,Auto,South,204905,10427,1,25942,1.0,2020-07-29
P100617,C59889,Auto,North,369593,21854,0,0,0.753,2021-07-27
P100618,C67920,Health,North,248339,17205,0,0,0.552,2022-01-26
P100619,C22193,Life,East,197675,5146,1,13418,0.676,2022-01-06
P100620,C40643,Auto,South,328005,16225,1,41826,1.0,2021-05-29
P100621,C42373,Auto,East,50000,2971,0,0,0.606,2024-09-24
P100622,C46155,Property,North,124902,4741,0,0,0.735,2023-06-16
P100623,C77395,Property,West,282251,10710,0,0,0.59,2024-11-13
P100624,C36673,Life,East,308244,8119,0,0,0.212,2024-12-03
P100625,C27942,Property,West,263068,8899,0,0,0.646,2023-03-07
P100626,C92209,Property,West,142056,6228,0,0,0.526,2023-03-23
P100627,C14562,Life,South,218211,7253,0,0,0.205,2020-10-31
P100628,C17067,Auto,East,339121,20137,0,0,0.662,2024-05-18
P100629,C21373,Auto,West,358178,19868,2,127065,1.0,2023-01-11
P100630,C36538,Life,West,298378,8032,1,11563,0.524,2022-09-16
P100631,C86234,Health,South,415683,20353,0,0,0.581,2020-12-24
P100632,C50398,Property,South,339740,16228,0,0,0.589,2024-09-17
P100633,C94045,Property,North,225254,8435,0,0,0.725,2024-10-10
P100634,C62058,Auto,West,271950,12575,0,0,0.615,2023-08-17
P100635,C12485,Property,North,159713,7426,0,0,0.427,2023-11-20
P100636,C92826,Property,West,289186,11961,0,0,0.615,2023-06-25
P100637,C75606,Auto,North,411210,18216,0,0,0.886,2025-01-01
P100638,C65429,Auto,South,368529,21294,1,35969,1.0,2022-03-24
P100639,C83280,Property,East,440201,21083,0,0,0.922,2023-10-05
P100640,C53268,Auto,South,269711,11256,0,0,0.733,2022-06-06
P100641,C71442,Property,North,434610,19903,0,0,0.624,2020-07-19
P100642,C82495,Auto,North,280670,13419,0,0,0.484,2021-09-06
P100643,C81094,Property,East,447159,18059,0,0,0.643,2022-06-10
P100644,C75586,Auto,West,297814,17361,0,0,0.717,2024-04-17
P100645,C56252,Health,North,370723,26455,0,0,0.459,2024-05-14
P100646,C37863,Property,North,447511,16197,0,0,0.586,2024-04-27
P100647,C13525,Life,North,280657,7453,2,4468,0.738,2021-04-29
P100648,C31136,Life,East,321839,8035,0,0,0.282,2024-02-09
P100649,C31769,Property,South,428886,17580,1,61994,1.0,2025-06-23
P100650,C23897,Auto,North,286700,11546,0,0,0.663,2021-06-08
P100651,C42304,Property,East,167911,6480,0,0,0.617,2023-03-24
P100652,C36386,Property,North,514301,17061,0,0,0.56,2021-01-10
P100653,C92906,Life,West,253024,7303,1,38030,0.959,2021-09-25
P100654,C81192,Property,East,315876,10310,0,0,0.618,2022-03-11
P100655,C55639,Auto,North,415601,23566,0,0,0.672,2022-07-22
P100656,C73893,Auto,East,239151,10569,0,0,0.507,2025-04-13
P100657,C55648,Property,North,199213,7421,0,0,0.624,2023-04-05
P100658,C92326,Life,South,325374,11206,0,0,0.269,2025-05-05
P100659,C60450,Property,North,120692,5303,0,0,0.594,2025-04-07
P100660,C65940,Property,East,271209,9629,0,0,0.482,2025-07-04
P100661,C71419,Health,West,324504,16136,0,0,0.643,2020-11-12
P100662,C14494,Life,West,273005,8897,0,0,0.386,2023-03-12
P100663,C99430,Auto,West,145655,6964,0,0,0.843,2021-06-22
P100664,C46968,Auto,North,459418,25416,0,0,0.815,2022-05-09
P100665,C71622,Auto,South,310354,15178,0,0,0.759,2024-04-10
P100666,C14718,Auto,North,443115,20791,0,0,0.586,2022-09-10
P100667,C17377,Auto,West,273996,13432,0,0,0.884,2024-01-05
P100668,C12397,Auto,East,211999,11654,1,18602,0.993,2023-06-27
P100669,C65563,Auto,West,326918,18976,0,0,0.673,2020-08-09
P100670,C94235,Auto,East,278421,11414,0,0,0.771,2023-12-17
P100671,C91226,Health,South,182224,11039,0,0,0.576,2023-07-02
P100672,C55369,Auto,East,446978,18173,0,0,0.757,2022-03-23
P100673,C45081,Property,North,237773,9391,0,0,0.56,2024-10-12
P100674,C44052,Property,North,115973,5354,0,0,0.539,2021-06-19
P100675,C96978,Health,North,432817,24531,0,0,0.753,2022-01-17
P100676,C98298,Auto,East,249570,14637,0,0,0.696,2024-10-05
P100677,C35570,Property,North,239218,10069,0,0,0.584,2024-06-04
P100678,C33337,Health,North,123461,8694,0,0,0.429,2025-03-12
P100679,C67038,Health,North,474094,31372,0,0,0.524,2021-08-13
P100680,C51246,Health,South,171052,8635,2,82723,1.0,2021-01-31
P100681,C67498,Auto,East,305845,13648,0,0,0.698,2021-11-28
P100682,C28767,Auto,East,391262,18735,0,0,0.738,2024-09-19
P100683,C91754,Life,West,342172,8911,0,0,0.476,2022-06-25
P100684,C45934,Health,East,294035,17606,0,0,0.44,2020-11-06
P100685,C80491,Property,South,129833,5134,0,0,0.604,2022-01-04
P100686,C54654,Property,East,219028,10360,0,0,0.535,2022-09-25
P100687,C11438,Auto,South,318780,15516,0,0,0.729,2025-04-23
P100688,C50443,Life,South,221283,7397,0,0,0.243,2025-04-11
P100689,C46817,Auto,East,320336,18848,1,55344,1.0,2022-02-22
P100690,C63264,Property,West,368174,16948,0,0,0.454,2020-09-08
P100691,C56098,Property,North,396250,14003,0,0,0.61,2021-03-17
P100692,C86648,Property,North,177382,7084,0,0,0.643,2023-09-03
P100693,C62217,Auto,East,519665,24401,0,0,0.886,2024-09-28
P100694,C13189,Auto,East,376748,18083,0,0,0.747,2024-10-18
P100695,C53497,Life,South,299829,8494,0,0,0.255,2024-09-10
P100696,C75354,Auto,East,408954,23117,0,0,0.564,2025-04-28
P100697,C67197,Property,South,536541,21051,0,0,0.478,2023-07-24
P100698,C75463,Auto,West,156128,7880,0,0,0.57,2021-09-05
P100699,C49032,Property,East,277474,13241,0,0,0.788,2024-12-03
P100700,C87512,Property,North,62157,2049,0,0,0.629,2021-03-15
P100701,C84750,Auto,North,319265,15886,0,0,0.642,2024-09-12
P100702,C36437,Property,East,336539,14937,0,0,0.504,2024-10-15
P100703,C53663,Auto,South,296084,12738,0,0,0.614,2022-09-16
P100704,C20516,Auto,North,234547,12251,1,15914,0.998,2023-02-10
P100705,C12328,Health,South,95049,5109,1,41142,1.0,2024-11-14
P100706,C24682,Property,East,337353,15477,1,26835,1.0,2020-12-28
P100707,C83882,Health,East,445543,24884,1,42777,0.983,2021-09-07
P100708,C97454,Auto,North,240898,11221,0,0,0.931,2022-06-03
P100709,C94428,Life,East,344006,10726,0,0,0.186,2024-10-08
P100710,C80583,Life,West,143186,3752,1,41120,0.852,2022-03-19
P100711,C38874,Property,West,345721,12639,0,0,0.731,2023-09-09
P100712,C37251,Property,North,260662,10079,0,0,0.642,2025-01-11
P100713,C74710,Property,West,223758,8426,0,0,0.553,2021-03-25
P100714,C43958,Property,South,223964,9048,0,0,0.477,2024-09-06
P100715,C40880,Health,North,260639,16262,0,0,0.403,2023-05-03
P100716,C88040,Health,North,338243,20836,2,30552,1.0,2022-02-07
P100717,C97578,Health,South,168784,10752,0,0,0.501,2024-01-01
P100718,C63273,Auto,West,260288,12014,0,0,0.719,2021-12-20
P100719,C68335,Life,West,295853,7549,0,0,0.285,2021-07-05
P100720,C22895,Health,West,190096,12596,0,0,0.496,2022-02-14
P100721,C83602,Auto,North,479667,27349,1,55336,1.0,2024-01-19
P100722,C75772,Auto,North,214650,9689,2,28183,1.0,2025-04-29
P100723,C74416,Life,West,233056,6732,1,32833,0.956,2022-04-02
P100724,C67925,Property,East,202169,8082,0,0,0.584,2021-04-05
P100725,C15570,Health,West,479848,29175,0,0,0.482,2023-07-12
P100726,C94434,Auto,South,355291,18898,0,0,0.708,2023-09-17
P100727,C93377,Life,North,206341,5055,0,0,0.412,2021-07-21
P100728,C38272,Auto,South,410623,22350,0,0,0.611,2022-04-23
P100729,C38991,Auto,South,320070,13200,0,0,0.845,2024-01-25
P100730,C98520,Auto,North,325725,16080,0,0,0.742,2021-12-05
P100731,C48998,Health,East,265552,18021,0,0,0.503,2021-09-06
